60sec,Bid_Price_Open,Bid_Price_Close,Ask_Price_Open,Ask_Price_Close,Midprice_Open,Midprice_Close,Midprice_Average,Dmid_tick,Spread_tick,VolImb,Trades,Volume,Buy_Trades,Sell_Trades,TFI
361,2208600,2207500,2209100,2208600,2208850.0,2208050.0,2208633.752093802,-8.0,9.06030150753769,0.2768828985873533,43,5025,14,29,-0.3488372093023256
362,2207500,2208400,2208600,2209000,2208050.0,2208700.0,2208544.861111111,6.5,6.336111111111111,0.19972975095880194,35,3283,16,19,-0.08571428571428572
363,2208400,2208600,2209000,2209600,2208700.0,2209100.0,2209461.2410986777,4.0,12.22380467955239,0.2740920941639845,54,3597,17,37,-0.37037037037037035
364,2208600,2205700,2209600,2207300,2209100.0,2206500.0,2207152.0802919706,-26.0,11.336496350364964,0.1329703128881201,68,5004,25,43,-0.2647058823529412
365,2205700,2205900,2207300,2206500,2206500.0,2206200.0,2206606.29877369,-3.0,10.525083612040135,0.19226591904319654,14,1232,2,12,-0.7142857142857143
366,2205900,2208800,2206500,2209300,2206200.0,2209050.0,2208238.4387351777,28.5,11.059288537549406,-0.005760123436510732,26,1769,18,8,0.38461538461538464
367,2208800,2209100,2209300,2210200,2209050.0,2209650.0,2209638.9530408005,6.0,12.468052347959969,0.05241983798824271,48,3606,11,37,-0.5416666666666666
368,2209100,2208800,2210200,2210700,2209650.0,2209750.0,2209872.319688109,1.0,13.109811565951917,-0.046186567085211364,29,1880,11,18,-0.2413793103448276
369,2208900,2209500,2210700,2210400,2209800.0,2209950.0,2209728.1588447653,1.5,11.752105896510228,-0.023781800657099388,30,1465,13,17,-0.13333333333333333
370,2209500,2208800,2210400,2209700,2209950.0,2209250.0,2209330.024213075,-7.0,11.322033898305085,-0.005450697650350047,66,2921,44,22,0.3333333333333333
371,2208800,2209500,2209700,2210400,2209250.0,2209950.0,2210237.5,7.0,11.28066037735849,-0.09855011064964778,22,1521,10,12,-0.09090909090909091
372,2209500,2211300,2210400,2211800,2209950.0,2211550.0,2210845.5794504182,16.0,10.25925925925926,-0.16650496020664066,29,1812,24,5,0.6551724137931034
373,2211300,2211300,2211800,2212200,2211550.0,2211750.0,2212070.5163043477,2.0,7.918478260869565,-0.07493749579647009,55,3151,37,18,0.34545454545454546
374,2211300,2212100,2212000,2213000,2211650.0,2212550.0,2212561.758118701,9.0,8.316909294512877,-0.014563574979987177,40,1862,18,22,-0.1
375,2212100,2211300,2213000,2212600,2212550.0,2211950.0,2211510.720130933,-6.0,9.86088379705401,0.06863030050037221,54,2755,25,29,-0.07407407407407407
376,2211300,2211000,2212000,2212200,2211650.0,2211600.0,2211517.3323285608,-0.5,8.333082140165788,0.1908205033513757,52,2866,29,23,0.11538461538461539
377,2211000,2208600,2212200,2209800,2211600.0,2209200.0,2211119.9677419355,-24.0,8.916774193548386,-0.019783216340720007,72,4358,20,52,-0.4444444444444444
378,2208600,2208800,2209800,2209900,2209200.0,2209350.0,2208808.7748344373,1.5,10.955298013245033,-0.017203970077390482,51,3645,30,21,0.17647058823529413
379,2208800,2208700,2209900,2209900,2209350.0,2209300.0,2209029.409090909,-0.5,8.67,0.12546619672717074,45,2979,31,14,0.37777777777777777
380,2208700,2209100,2209900,2210700,2209300.0,2209900.0,2209898.9743589745,6.0,10.78076923076923,-0.06683788462884781,88,6071,54,34,0.22727272727272727
381,2209100,2208900,2210700,2209800,2209900.0,2209350.0,2210044.252873563,-5.5,9.089399744572159,0.0007737050394861326,36,2304,12,24,-0.3333333333333333
382,2208900,2205800,2209800,2206200,2209350.0,2206000.0,2207542.2837370243,-33.5,7.8352941176470585,-0.10046866310150097,122,8826,29,93,-0.5245901639344263
383,2205800,2206300,2206200,2207100,2206000.0,2206700.0,2206555.785123967,7.0,8.35064935064935,0.1108100744702496,42,3157,20,22,-0.047619047619047616
384,2206300,2207500,2207100,2208400,2206700.0,2207950.0,2207341.6570771,12.5,6.609896432681243,0.3466123242522655,47,2805,28,19,0.19148936170212766
385,2207500,2207900,2208400,2208400,2207950.0,2208150.0,2208418.0516759777,2.0,7.869413407821229,0.18645142520635594,73,3749,43,30,0.1780821917808219
386,2207900,2207500,2208400,2207700,2208150.0,2207600.0,2208114.3271461716,-5.5,6.562645011600928,0.07765711033412467,71,2758,17,54,-0.5211267605633803
387,2207500,2207500,2207700,2207800,2207600.0,2207650.0,2207867.717206133,0.5,5.599659284497444,0.3294230554393465,117,7165,34,83,-0.4188034188034188
388,2207500,2206500,2207800,2207000,2207650.0,2206750.0,2207573.3525535422,-9.0,5.745469522240527,0.3344542367877713,115,6142,63,52,0.09565217391304348
389,2206500,2205100,2207000,2206400,2206750.0,2205750.0,2206481.9005219527,-10.0,5.655818237642002,0.009153955581397668,283,26741,111,172,-0.21554770318021202
