60sec,Bid_Price_Open,Bid_Price_Close,Ask_Price_Open,Ask_Price_Close,Midprice_Open,Midprice_Close,Midprice_Average,Dmid_tick,Spread_tick,VolImb,Trades,Volume,Buy_Trades,Sell_Trades,TFI
177,2221300,2221200,2222600,2222800,2221950.0,2222000.0,2221382.3170731706,0.5,11.91869918699187,0.20535320004681035,19,1042,15,4,0.5789473684210527
178,2222600,2220000,2222800,2221600,2222700.0,2220800.0,2221655.809128631,-19.0,13.904564315352697,0.24835597694727377,3,300,0,3,-1.0
179,2220000,2219400,2221600,2220800,2220800.0,2220100.0,2219218.37488458,-7.0,15.226223453370269,0.21571336291090498,25,1850,14,11,0.12
180,2219400,2220400,2220800,2221900,2220100.0,2221150.0,2221024.6411483255,10.5,15.296650717703349,-0.24062539367536956,42,2558,35,7,0.6666666666666666
181,2220400,2225000,2221900,2225700,2221150.0,2225350.0,2223045.148771022,42.0,15.094437257438551,-0.1308087840614271,61,5094,52,9,0.7049180327868853
182,2225000,2223800,2225900,2225400,2225450.0,2224600.0,2225153.5812672176,-8.5,12.168044077134986,0.24797138645252442,27,2631,17,10,0.25925925925925924
183,2223800,2223600,2225400,2224400,2224600.0,2224000.0,2224198.3333333335,-6.0,13.733333333333333,0.1305219545466477,3,202,0,3,-1.0
184,2223600,2225200,2224400,2226400,2224000.0,2225800.0,2224269.6078431373,18.0,14.068627450980392,0.06571277514677412,38,960,36,2,0.8947368421052632
185,2225200,2225000,2226400,2226400,2225800.0,2225700.0,2225422.0802919706,-1.0,16.868613138686133,0.01969570338203796,13,354,11,2,0.6923076923076923
186,2225000,2224600,2226400,2226400,2225700.0,2225500.0,2226178.1337047354,-2.0,12.036211699164346,0.059533642139999024,18,1130,2,16,-0.7777777777777778
187,2224600,2225100,2226400,2226000,2225500.0,2225550.0,2225573.1818181816,0.5,15.106060606060606,-0.13103867567500554,1,2,1,0,1.0
188,2225100,2224100,2226000,2224500,2225550.0,2224300.0,2224509.4501718213,-12.5,9.412371134020619,0.058532621964075514,11,580,2,9,-0.6363636363636364
189,2224100,2223900,2224500,2225400,2224300.0,2224650.0,2223509.110787172,3.5,12.724489795918368,-0.022294370209893603,10,859,8,2,0.6
190,2223900,2223600,2225400,2225400,2224650.0,2224500.0,2224290.697674419,-1.5,14.042081949058693,0.15965310655807988,5,18,5,0,1.0
191,2223600,2223200,2225400,2224300,2224500.0,2223750.0,2224397.1819645735,-7.5,13.946859903381643,0.058910927592236345,10,87,7,3,0.4
192,2223200,2224900,2224300,2226500,2223750.0,2225700.0,2224731.2114989734,19.5,14.735112936344969,0.05689729810163856,10,586,10,0,1.0
193,2224900,2224000,2226200,2225300,2225550.0,2224650.0,2225648.2087227413,-9.0,13.774143302180685,0.06424170385051209,9,835,3,6,-0.3333333333333333
194,2224000,2223300,2225300,2223800,2224650.0,2223550.0,2223859.3294460643,-11.0,11.693877551020408,0.20344890563627746,14,587,2,12,-0.7142857142857143
195,2223200,2224000,2223800,2225300,2223500.0,2224650.0,2224319.0391459074,11.5,11.487544483985765,-0.06164282952739186,12,704,6,6,0.0
196,2224200,2225500,2225300,2226800,2224750.0,2226150.0,2225441.9198895027,14.0,13.493093922651934,0.0462517498168426,6,400,6,0,1.0
197,2225500,2225000,2226800,2226400,2226150.0,2225700.0,2225736.0911270985,-4.5,13.422062350119903,0.17259069389703918,5,500,1,4,-0.6
198,2225000,2221900,2226400,2223200,2225700.0,2222550.0,2224174.1221374045,-31.5,14.08091603053435,0.22224849062839566,34,2547,1,33,-0.9411764705882353
199,2221900,2222900,2223200,2223800,2222550.0,2223350.0,2222776.6550522647,8.0,14.097560975609756,0.006829902515757619,1,2,1,0,1.0
200,2222900,2222200,2223800,2223800,2223350.0,2223000.0,2222866.7095115683,-3.5,10.979434447300772,0.26139191056633376,8,426,2,6,-0.5
201,2222200,2223700,2223800,2225400,2223000.0,2224550.0,2223593.0446194224,15.5,16.937007874015748,0.2515560290102794,16,372,14,2,0.75
202,2223700,2224200,2225400,2226000,2224550.0,2225100.0,2225027.846153846,5.5,18.446153846153845,0.0814798460291287,23,287,23,0,1.0
203,2224200,2226200,2226000,2228200,2225100.0,2227200.0,2225855.476190476,21.0,15.322222222222223,0.033280988831518574,18,610,18,0,1.0
204,2226200,2225000,2228200,2226600,2227200.0,2225800.0,2226184.713375796,-14.0,15.554140127388536,0.1618439300167771,2,100,0,2,-1.0
205,2225000,2225400,2226600,2226600,2225800.0,2226000.0,2225696.844660194,2.0,10.660194174757281,0.12543663694583218,7,204,2,5,-0.42857142857142855
206,2225400,2225400,2226600,2226200,2226000.0,2225800.0,2225775.8620689656,-2.0,7.2844827586206895,0.3792511512431974,10,1013,1,9,-0.8
207,2225400,2225500,2226200,2226300,2225800.0,2225900.0,2225838.5416666665,1.0,7.833333333333333,0.45670888378312574,5,502,5,0,1.0
208,2225500,2225900,2226600,2226700,2226050.0,2226300.0,2226271.7391304346,2.5,6.460869565217391,0.3656144633267902,21,1880,11,10,0.047619047619047616
209,2225900,2226000,2226700,2227100,2226300.0,2226550.0,2226652.4336283184,2.5,7.269911504424779,0.2803597695518561,10,761,6,4,0.2
210,2226000,2225400,2227100,2226600,2226550.0,2226000.0,2226076.8608414237,-5.5,11.459546925566343,0.46704168569350407,7,164,6,1,0.7142857142857143
211,2225600,2225100,2226600,2225900,2226100.0,2225500.0,2225534.3434343436,-6.0,7.05050505050505,0.2830405788239283,6,969,0,6,-1.0
212,2225100,2225900,2225900,2227500,2225500.0,2226700.0,2226398.406676783,12.0,13.188163884673749,0.10748441337916773,2,51,2,0,1.0
213,2225900,2225900,2227500,2227100,2226700.0,2226500.0,2226571.6463414636,-2.0,11.977642276422765,0.2904951688140505,2,150,0,2,-1.0
214,2226100,2226000,2227100,2227600,2226600.0,2226800.0,2226795.856873823,2.0,10.783427495291901,0.21391206119935918,10,821,10,0,1.0
215,2226100,2227300,2227600,2228200,2226850.0,2227750.0,2227418.029739777,9.0,13.219330855018587,0.28517581706533346,2,102,2,0,1.0
216,2227300,2226700,2228200,2227700,2227750.0,2227200.0,2227263.103448276,-5.5,9.95632183908046,0.34013516149596756,34,2727,9,25,-0.47058823529411764
217,2226700,2226800,2227700,2227400,2227200.0,2227100.0,2227172.76119403,-1.0,7.8283582089552235,0.21884359051909313,2,200,0,2,-1.0
218,2226800,2227200,2227400,2228100,2227100.0,2227650.0,2227466.143497758,5.5,10.991031390134529,0.1856266050903516,7,316,7,0,1.0
219,2227200,2227200,2228100,2228400,2227650.0,2227800.0,2227761.5646258504,1.5,10.727891156462585,-0.06978235170010201,6,405,2,4,-0.3333333333333333
220,2227200,2226800,2228400,2228000,2227800.0,2227400.0,2227493.085106383,-4.0,8.74468085106383,-0.07675848998158179,12,854,3,9,-0.5
221,2226800,2226800,2228000,2227200,2227400.0,2227000.0,2227137.6470588236,-4.0,7.264705882352941,0.1960780282863002,39,3403,3,36,-0.8461538461538461
222,2226800,2225600,2227200,2226700,2227000.0,2226150.0,2226812.328767123,-8.5,7.568493150684931,0.31263961811209434,12,949,1,11,-0.8333333333333334
223,2225400,2225000,2226700,2226600,2226050.0,2225800.0,2225643.731343284,-2.5,10.576119402985075,0.3457128799140931,10,367,8,2,0.6
224,2225000,2224800,2226500,2226400,2225750.0,2225600.0,2225071.9873150107,-1.5,11.668076109936575,0.15170231127747622,30,1984,19,11,0.26666666666666666
225,2224800,2227000,2226400,2227800,2225600.0,2227400.0,2226612.2863247865,18.0,11.181623931623932,0.1444906147736635,18,702,15,3,0.6666666666666666
226,2227000,2226700,2227800,2227400,2227400.0,2227050.0,2226886.5180467092,-3.5,12.235668789808917,0.17205982724763694,4,350,2,2,0.0
227,2226700,2228900,2227400,2229200,2227050.0,2229050.0,2227968.044077135,20.0,13.366391184573002,0.16527531223539974,31,1182,28,3,0.8064516129032258
228,2228900,2226900,2229200,2228300,2229050.0,2227600.0,2228836.3173216884,-14.5,9.681222707423581,0.2559421600088759,32,3487,14,18,-0.125
229,2226900,2225700,2228300,2226700,2227600.0,2226200.0,2226333.2187070153,-14.0,12.416781292984869,0.08805716986613482,13,570,6,7,-0.07692307692307693
230,2225700,2225000,2226700,2226400,2226200.0,2225700.0,2225327.8735632184,-5.0,12.162835249042146,0.25286728374482126,41,3514,24,17,0.17073170731707318
231,2225000,2226300,2226400,2227600,2225700.0,2226950.0,2226557.659574468,12.5,13.65531914893617,0.536161665828353,2,200,2,0,1.0
232,2226300,2229300,2227500,2230500,2226900.0,2229900.0,2228617.04,30.0,14.1552,0.3205366831811221,20,439,20,0,1.0
233,2229300,2229000,2230500,2230100,2229900.0,2229550.0,2229797.4308300395,-3.5,11.640316205533598,0.29086245881823497,8,546,1,7,-0.75
234,2229000,2226100,2230100,2227300,2229550.0,2226700.0,2227852.26039783,-28.5,14.235081374321881,0.3528233596815611,25,727,5,20,-0.6
235,2226100,2226100,2227200,2227300,2226650.0,2226700.0,2226577.5833333335,0.5,9.611666666666666,0.6090713892613039,8,548,4,4,0.0
236,2226100,2226000,2227300,2227100,2226700.0,2226550.0,2226562.26993865,-1.5,10.030674846625766,0.6300563913014813,3,102,3,0,1.0
237,2226000,2224600,2227100,2225700,2226550.0,2225150.0,2225912.3595505618,-14.0,11.208988764044944,0.2702565577038284,9,2762,0,9,-1.0
238,2224600,2225100,2225700,2226400,2225150.0,2225750.0,2225935.4320987654,6.0,11.469135802469136,0.043185507508113376,14,1210,12,2,0.7142857142857143
239,2225100,2224800,2226400,2225900,2225750.0,2225350.0,2225588.785046729,-4.0,10.641744548286605,0.2668266057648969,1,100,1,0,1.0
240,2224800,2226700,2225900,2227700,2225350.0,2227200.0,2226139.3129770993,18.5,13.067611777535442,0.09686588825713256,8,600,7,1,0.75
241,2226700,2225900,2227700,2226900,2227200.0,2226400.0,2227332.0916905445,-8.0,11.954154727793696,0.26597552192348656,13,970,11,2,0.6923076923076923
242,2225900,2226100,2226900,2226900,2226400.0,2226500.0,2226215.464632455,1.0,13.413314840499307,0.15623744009710444,10,620,4,6,-0.2
243,2226100,2224800,2226900,2226200,2226500.0,2225500.0,2225602.9850746267,-10.0,13.967435549525101,0.14897248089353207,6,563,3,3,0.0
244,2225600,2224500,2226200,2225900,2225900.0,2225200.0,2225316.402116402,-7.0,15.301587301587302,0.15641358759602111,7,236,7,0,1.0
245,2224500,2225000,2226000,2225600,2225250.0,2225300.0,2224746.8174204356,0.5,13.747068676716918,0.15956264090811345,8,350,8,0,1.0
246,2225000,2222900,2225600,2224100,2225300.0,2223500.0,2224608.7921847245,-18.0,12.420959147424512,0.09841517717465446,3,300,0,3,-1.0
247,2222900,2221400,2224100,2222200,2223500.0,2221800.0,2222457.181328546,-17.0,10.468581687612208,0.4174476488157734,15,1064,5,10,-0.3333333333333333
248,2221400,2222700,2222200,2224200,2221800.0,2223450.0,2222743.687707641,16.5,13.086378737541528,0.055346279252718115,5,453,3,2,0.2
249,2222700,2221000,2224200,2222000,2223450.0,2221500.0,2222270.873786408,-19.5,12.223300970873787,0.37213770732121493,9,960,0,9,-1.0
250,2221000,2217500,2222000,2219000,2221500.0,2218250.0,2220445.823665893,-32.5,14.489559164733178,0.3538772240661104,84,7048,3,81,-0.9285714285714286
251,2217500,2215200,2219000,2216900,2218250.0,2216050.0,2216500.2808988765,-22.0,12.041573033707865,0.08109660823163578,41,3177,20,21,-0.024390243902439025
252,2215200,2220400,2216900,2221500,2216050.0,2220950.0,2218532.342007435,49.0,14.636431226765799,0.07071914276190176,23,1365,23,0,1.0
253,2220400,2218600,2221500,2220400,2220950.0,2219500.0,2220570.0764818355,-14.5,14.435946462715105,0.2877416896042929,9,710,2,7,-0.5555555555555556
254,2219600,2218800,2220400,2219600,2220000.0,2219200.0,2219234.4951923075,-8.0,14.242788461538462,0.2515531021114203,5,302,4,1,0.6
255,2218800,2219500,2219600,2221200,2219200.0,2220350.0,2219762.3885918004,11.5,13.158645276292335,-0.0942586742622734,4,300,3,1,0.5
256,2219500,2219600,2221200,2220600,2220350.0,2220100.0,2220087.4045801526,-2.5,11.992366412213741,-0.060739623459945914,5,108,0,5,-1.0
257,2219600,2220200,2220400,2221100,2220000.0,2220650.0,2220350.0,6.5,11.514492753623188,0.05571891829224998,13,860,10,3,0.5384615384615384
258,2220200,2217700,2221100,2219200,2220650.0,2218450.0,2219445.7988980715,-22.0,14.524793388429751,0.04233413071084496,6,208,2,4,-0.3333333333333333
259,2217900,2216500,2219200,2217800,2218550.0,2217150.0,2217681.0714285714,-14.0,12.358571428571429,-0.10018340919538542,11,835,10,1,0.8181818181818182
260,2216500,2215800,2217800,2216900,2217150.0,2216350.0,2216694.9016100178,-8.0,10.90339892665474,0.026525873824931417,16,1007,6,10,-0.25
261,2215800,2217900,2216900,2219100,2216350.0,2218500.0,2217397.883211679,21.5,9.551824817518249,-0.06731839049848821,17,1021,14,3,0.6470588235294118
262,2217900,2217700,2219100,2218900,2218500.0,2218300.0,2218673.4375,-2.0,14.388671875,0.040062812363678126,6,432,2,4,-0.3333333333333333
263,2217700,2218000,2218900,2218800,2218300.0,2218400.0,2218337.7893518517,1.0,11.612268518518519,0.029484207485633754,9,703,4,5,-0.1111111111111111
264,2218000,2219200,2218800,2220500,2218400.0,2219850.0,2219409.0858416944,14.5,13.958751393534003,0.0993414729635685,53,3634,47,6,0.7735849056603774
265,2219200,2218500,2220500,2219300,2219850.0,2218900.0,2219121.6666666665,-9.5,10.280952380952382,0.19971592759737036,4,300,0,4,-1.0
266,2218500,2218600,2219300,2219800,2218900.0,2219200.0,2219349.4884910486,3.0,10.91304347826087,-0.06731351383155806,15,897,10,5,0.3333333333333333
267,2218600,2219400,2219800,2220100,2219200.0,2219750.0,2219650.99009901,5.5,10.277227722772277,-0.011764738581062943,19,1550,15,4,0.5789473684210527
268,2219400,2218500,2220100,2219400,2219750.0,2218950.0,2218846.3394342763,-8.0,12.051580698835275,-0.042478225799646316,12,547,2,10,-0.6666666666666666
269,2218100,2218000,2219400,2219100,2218750.0,2218550.0,2219190.3474903475,-2.0,15.13127413127413,0.030231565863651975,10,425,9,1,0.8
270,2218000,2217100,2219100,2218600,2218550.0,2217850.0,2218145.5445544557,-7.0,12.168316831683168,0.1747441839262053,9,155,5,4,0.1111111111111111
271,2217100,2216900,2218600,2218600,2217850.0,2217750.0,2217521.6417910447,-1.0,12.18407960199005,0.12511429623047474,8,306,6,2,0.5
272,2216900,2217000,2218600,2218500,2217750.0,2217750.0,2217727.4774774774,0.0,16.423423423423422,0.008700672889311317,0,0,0,0,
273,2217000,2216300,2218500,2217300,2217750.0,2216800.0,2217048.517520216,-9.5,14.479784366576819,0.1612549107062861,1,90,1,0,1.0
274,2216300,2215100,2217300,2216000,2216800.0,2215550.0,2216314.81092437,-12.5,10.413865546218487,0.03133635317855601,7,323,3,4,-0.14285714285714285
275,2215100,2215200,2216000,2216000,2215550.0,2215600.0,2214838.0037488285,0.5,13.131208997188379,0.22486069376915097,20,1437,8,12,-0.2
276,2215200,2214400,2216000,2215000,2215600.0,2214700.0,2215020.145631068,-9.0,11.048543689320388,0.2831004397724524,8,433,0,8,-1.0
277,2214400,2212600,2215000,2214100,2214700.0,2213350.0,2214298.04964539,-13.5,10.30614657210402,0.5615495535792321,25,6123,9,16,-0.28
278,2212600,2212800,2214100,2214100,2213350.0,2213450.0,2213311.7321867323,1.0,12.082309582309582,-0.021006311833151638,14,1035,9,5,0.2857142857142857
279,2212800,2212500,2214100,2213500,2213450.0,2213000.0,2212961.525423729,-4.5,13.35593220338983,0.10951089030275016,6,453,0,6,-1.0
280,2212500,2212500,2213500,2213500,2213000.0,2213000.0,2212903.5398230087,0.0,9.70353982300885,-0.040483465272880145,1,100,0,1,-1.0
281,2212500,2211700,2213500,2212500,2213000.0,2212100.0,2211956.769230769,-9.0,12.033846153846154,0.12183392986742232,9,457,4,5,-0.1111111111111111
282,2211700,2211000,2212500,2212400,2212100.0,2211700.0,2212108.051948052,-4.0,9.215584415584416,0.2863879398077871,4,265,1,3,-0.5
283,2211000,2210900,2212400,2212400,2211700.0,2211650.0,2211892.4778761063,-0.5,11.094395280235988,0.04565230796852459,6,416,0,6,-1.0
284,2210900,2209200,2212400,2210300,2211650.0,2209750.0,2209908.153638814,-19.0,12.044474393530997,0.051535755843103874,39,1872,3,36,-0.8461538461538461
285,2209200,2209600,2210300,2211400,2209750.0,2210500.0,2210926.246537396,7.5,13.68836565096953,-0.03298661927999123,22,1391,16,6,0.45454545454545453
286,2209600,2209500,2211400,2210100,2210500.0,2209800.0,2210388.1142098275,-7.0,13.44355909694555,0.20030161660618584,14,420,1,13,-0.8571428571428571
287,2209500,2211900,2210300,2213000,2209900.0,2212450.0,2211609.8535286286,25.5,10.897470039946738,0.0396397131172852,16,1657,14,2,0.75
288,2211900,2211000,2213000,2212100,2212450.0,2211550.0,2211683.768115942,-9.0,11.884057971014492,0.33910332587276965,9,346,6,3,0.3333333333333333
289,2211100,2210500,2212100,2211700,2211600.0,2211100.0,2210996.111111111,-5.0,9.836507936507937,0.39082255368776025,24,1964,13,11,0.08333333333333333
290,2211300,2210900,2211700,2211900,2211500.0,2211400.0,2211535.822959889,-1.0,11.32780082987552,0.3279245834342867,28,862,25,3,0.7857142857142857
291,2210900,2211800,2211800,2213000,2211350.0,2212400.0,2212877.1052631577,10.5,13.622105263157895,0.17152667400738209,63,3327,56,7,0.7777777777777778
292,2211800,2212300,2213000,2213100,2212400.0,2212700.0,2212789.150943396,3.0,10.250943396226415,0.21945049720021492,17,437,15,2,0.7647058823529411
293,2212300,2210800,2213100,2211700,2212700.0,2211250.0,2211719.533333333,-14.5,10.865333333333334,0.44726193308759826,16,941,12,4,0.5
294,2210800,2211000,2211700,2211800,2211250.0,2211400.0,2211318.798449612,1.5,8.352713178294573,0.5910168992863135,7,39,5,2,0.42857142857142855
295,2211000,2208400,2211800,2210200,2211400.0,2209300.0,2209828.2803180916,-21.0,10.835984095427435,0.38757174081151924,59,6413,10,49,-0.6610169491525424
296,2208400,2207200,2210200,2208200,2209300.0,2207700.0,2208750.904255319,-16.0,12.467021276595744,0.24595519625873385,18,1937,0,18,-1.0
297,2207200,2208300,2208200,2209900,2207700.0,2209100.0,2208307.172413793,14.0,12.077241379310346,0.10840519432705358,6,343,6,0,1.0
298,2208300,2211100,2209900,2212600,2209100.0,2211850.0,2210314.5343367825,27.5,14.063029162746943,0.11961429233604517,42,2309,37,5,0.7619047619047619
299,2211100,2213000,2212600,2214300,2211850.0,2213650.0,2213765.541401274,18.0,11.537579617834394,0.1893667592814957,39,1276,32,7,0.6410256410256411
300,2213000,2213900,2214300,2214800,2213650.0,2214350.0,2214252.2018348626,7.0,16.277064220183487,0.3728405134664679,27,665,26,1,0.9259259259259259
301,2214000,2213800,2214800,2214800,2214400.0,2214300.0,2214353.4364261166,-1.0,6.512027491408935,-0.09236793886148377,9,506,8,1,0.7777777777777778
302,2213800,2213400,2214800,2214600,2214300.0,2214000.0,2213837.172774869,-3.0,10.596858638743456,-0.2806405337578392,9,412,7,2,0.5555555555555556
303,2213400,2213400,2214600,2214200,2214000.0,2213800.0,2213795.569620253,-2.0,7.6075949367088604,-0.26068894904994055,2,36,0,2,-1.0
304,2213400,2213400,2214200,2214600,2213800.0,2214000.0,2214052.119700748,2.0,10.513715710723192,-0.3373821217251738,5,343,1,4,-0.6
305,2213400,2213400,2214600,2214700,2214000.0,2214050.0,2213993.8650306747,0.5,11.558282208588958,-0.26586162029325294,4,200,4,0,1.0
306,2213400,2213900,2214700,2215600,2214050.0,2214750.0,2214521.706081081,7.0,11.282094594594595,-0.13829199360175665,39,2018,37,2,0.8974358974358975
307,2213900,2214900,2215600,2216200,2214750.0,2215550.0,2215149.5567375887,8.0,13.668439716312056,-0.04706650753614917,36,507,31,5,0.7222222222222222
308,2214900,2215100,2216200,2216000,2215550.0,2215550.0,2215602.6315789474,0.0,10.74436090225564,0.15932049193700595,9,184,6,3,0.3333333333333333
309,2215100,2215600,2216000,2217000,2215550.0,2216300.0,2215591.899441341,7.5,10.988826815642458,0.003834763022392384,20,837,17,3,0.7
310,2215600,2216100,2217000,2216800,2216300.0,2216450.0,2216806.25,1.5,14.03515625,0.12914715076353334,4,220,2,2,0.0
311,2216300,2218300,2216800,2220000,2216550.0,2219150.0,2218129.1536050155,26.0,14.110762800417973,-0.04766783364160511,23,1196,17,6,0.4782608695652174
312,2218300,2217500,2220000,2218900,2219150.0,2218200.0,2218428.2954545454,-9.5,16.725,0.03690347456742371,4,174,3,1,0.5
313,2217500,2218800,2218900,2219400,2218200.0,2219100.0,2218493.9583333335,9.0,14.895833333333334,-0.04311663171496425,0,0,0,0,
314,2218800,2217900,2219400,2218900,2219100.0,2218400.0,2218761.2107623317,-7.0,10.031390134529149,-0.04132625079866132,4,1054,1,3,-0.5
315,2217900,2217100,2218900,2218800,2218400.0,2217950.0,2218188.038277512,-4.5,11.401913875598087,0.009565161176452487,6,500,2,4,-0.3333333333333333
316,2217100,2216200,2218800,2218200,2217950.0,2217200.0,2216236.2860892387,-7.5,15.263779527559056,-0.10244029673949162,72,4420,61,11,0.6944444444444444
317,2216200,2218200,2218200,2219200,2217200.0,2218700.0,2218074.8256624825,15.0,15.147838214783821,0.058541609284652345,47,1579,42,5,0.7872340425531915
318,2218200,2215900,2219200,2216800,2218700.0,2216350.0,2217326.0922330096,-23.5,9.080097087378642,0.10255500354618476,9,743,0,9,-1.0
319,2215900,2217400,2216800,2219000,2216350.0,2218200.0,2217036.269430052,18.5,16.60103626943005,0.16107817563040164,11,94,11,0,1.0
320,2217400,2217000,2219000,2219200,2218200.0,2218100.0,2218226.84729064,-1.0,15.177339901477833,0.05517680628728228,7,786,2,5,-0.42857142857142855
321,2217000,2215700,2219200,2217200,2218100.0,2216450.0,2217021.9594594594,-16.5,12.139189189189189,0.08377270647450136,13,691,2,11,-0.6923076923076923
322,2215600,2215500,2217200,2217000,2216400.0,2216250.0,2216245.027124774,-1.5,14.687160940325498,0.08345927460796586,36,1451,5,31,-0.7222222222222222
323,2215500,2214100,2217000,2215500,2216250.0,2214800.0,2215361.933333333,-14.5,14.596,0.15403169648587062,29,1668,0,29,-1.0
324,2214100,2214900,2215500,2216300,2214800.0,2215600.0,2215621.177117712,8.0,14.896589658965896,0.20131702455828754,8,874,8,0,1.0
325,2214900,2212100,2216300,2213900,2215600.0,2213000.0,2214839.7260273974,-26.0,15.610567514677104,0.149255958351875,30,2085,1,29,-0.9333333333333333
326,2212100,2213000,2213900,2213700,2213000.0,2213350.0,2213157.908847185,3.5,12.4343163538874,0.046573928999242876,4,108,1,3,-0.5
327,2213000,2215000,2213700,2216500,2213350.0,2215750.0,2215385.349716446,24.0,12.039697542533082,0.08933548170906944,16,1115,8,8,0.0
328,2215000,2214700,2216500,2216500,2215750.0,2215600.0,2215559.4827586208,-1.5,17.04022988505747,-0.0513342380906067,1,100,0,1,-1.0
329,2214700,2213900,2216500,2215200,2215600.0,2214550.0,2214967.7570093456,-10.5,14.154205607476635,0.2443179654649841,3,104,0,3,-1.0
330,2213900,2213400,2215200,2214900,2214550.0,2214150.0,2214497.763157895,-4.0,10.113157894736842,-0.08016246020510523,8,405,0,8,-1.0
331,2213400,2212900,2214900,2214300,2214150.0,2213600.0,2212958.698630137,-5.5,13.497260273972604,0.13016956929795595,7,488,5,2,0.42857142857142855
332,2212900,2212600,2214300,2213600,2213600.0,2213100.0,2213332.177033493,-5.0,11.232057416267942,0.06610395137096949,5,385,2,3,-0.2
333,2212600,2212000,2213600,2213200,2213100.0,2212600.0,2212718.727272727,-5.0,9.036363636363637,-0.14925867894413222,7,310,0,7,-1.0
334,2212000,2210400,2213200,2211600,2212600.0,2211000.0,2212024.901960784,-16.0,9.318954248366014,-0.11821865630098984,12,528,0,12,-1.0
335,2210400,2208300,2211600,2209600,2211000.0,2208950.0,2210091.0237388723,-20.5,9.416913946587536,0.19286515745204547,20,1542,5,15,-0.5
336,2208300,2208200,2209600,2208900,2208950.0,2208550.0,2208695.1219512196,-4.0,10.975609756097562,0.050080027603610355,9,560,1,8,-0.7777777777777778
337,2208200,2210300,2208900,2211100,2208550.0,2210700.0,2211238.6393229165,21.5,9.865234375,0.035931828178293566,23,2411,14,9,0.21739130434782608
338,2210300,2211100,2211100,2211900,2210700.0,2211500.0,2211462.785388128,8.0,12.063013698630137,-0.009320477580515686,19,1604,8,11,-0.15789473684210525
339,2211100,2211600,2211900,2212700,2211500.0,2212150.0,2211655.6222707424,6.5,9.175764192139738,0.021445626294789508,21,1010,12,9,0.14285714285714285
340,2211600,2210500,2212700,2211500,2212150.0,2211000.0,2211857.440758294,-11.5,7.897630331753555,-0.08652982664344598,41,3119,1,40,-0.9512195121951219
341,2210500,2209700,2211500,2211200,2211000.0,2210450.0,2210458.0213903743,-5.5,11.654545454545454,-0.06510722680562904,77,2621,70,7,0.8181818181818182
342,2209700,2209500,2211200,2210500,2210450.0,2210000.0,2209910.074626866,-4.5,11.064179104477612,0.08610700382041005,12,741,6,6,0.0
343,2209500,2211900,2210600,2213500,2210050.0,2212700.0,2211574.860853432,26.5,12.341372912801484,-0.03718882314760361,39,2494,29,10,0.48717948717948717
344,2211900,2212700,2213500,2213600,2212700.0,2213150.0,2213010.602910603,4.5,10.702702702702704,0.2145431740817591,15,536,15,0,1.0
345,2212700,2211100,2213600,2212800,2213150.0,2211950.0,2212401.482617587,-12.0,9.890593047034764,0.0720340524322817,49,1622,37,12,0.5102040816326531
346,2211100,2211600,2212800,2212700,2211950.0,2212150.0,2212779.4495412842,2.0,12.845871559633027,0.09779621975460284,41,1690,32,9,0.5609756097560976
347,2211600,2210300,2212700,2210900,2212150.0,2210600.0,2210809.807886754,-15.5,9.290192113245702,0.19745571791529673,29,1998,14,15,-0.034482758620689655
348,2210300,2210300,2210900,2210800,2210600.0,2210550.0,2210494.411764706,-0.5,7.7823529411764705,0.029259682688738613,11,942,3,8,-0.45454545454545453
349,2210300,2206600,2210800,2208200,2210550.0,2207400.0,2208841.0159529806,-31.5,11.243492863140219,0.09969335019320236,27,1543,5,22,-0.6296296296296297
350,2206600,2208200,2208200,2210000,2207400.0,2209100.0,2209091.1344853495,17.0,16.492862509391436,0.05124752685695925,122,6058,103,19,0.6885245901639344
351,2208200,2206400,2210000,2207700,2209100.0,2207050.0,2207747.511312217,-20.5,15.672398190045248,0.05752133177960927,103,4253,64,39,0.24271844660194175
352,2206400,2206100,2207700,2207600,2207050.0,2206850.0,2208333.1426392067,-2.0,15.227307398932114,0.18074236964076423,75,4370,29,46,-0.22666666666666666
353,2206100,2209400,2207600,2210300,2206850.0,2209850.0,2208525.780409042,30.0,14.410118406889127,0.25526884111457987,32,1224,30,2,0.875
354,2209400,2209800,2210300,2211100,2209850.0,2210450.0,2209439.3165750196,6.0,9.614296936370778,0.2981026038709894,42,3157,26,16,0.23809523809523808
355,2209800,2210400,2211100,2211700,2210450.0,2211050.0,2210833.3173537874,6.0,12.553211888782359,0.27793500548802547,17,745,9,8,0.058823529411764705
356,2210400,2210600,2211700,2211400,2211050.0,2211000.0,2211248.8178025037,-0.5,10.219749652294855,0.1969188807245517,23,1596,4,19,-0.6521739130434783
357,2210600,2211100,2211400,2212700,2211000.0,2211900.0,2210683.243865031,9.0,13.342791411042946,0.056067608569797506,30,1837,15,15,0.0
358,2211100,2211100,2212700,2212000,2211900.0,2211550.0,2211580.4511278197,-3.5,13.253132832080201,0.03600333975407201,3,300,0,3,-1.0
359,2211100,2210800,2212000,2212100,2211550.0,2211450.0,2211829.094076655,-1.0,10.940766550522648,-0.0042009858588131005,22,1511,8,14,-0.2727272727272727
360,2210800,2208600,2212100,2209100,2211450.0,2208850.0,2209532.30958231,-26.0,10.378378378378379,0.23673662246321364,44,3814,21,23,-0.045454545454545456
